,MP,FG%,3P%,2P%,eFG%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG,Cluster,Player,Year,Pos,Name
353,27.1,42.8,34.3,50.3,50.3,88.9,0.6,2.4,2.9,4.0,1.0,0.2,1.8,2.8,8.5,0,0,0,0,1,5,Andrew Nembhard,2023,SG,Role Players
354,23.6,40.6,34.1,47.6,47.6,88.0,0.8,2.9,3.7,1.1,0.8,0.4,1.0,3.4,9.3,0,0,0,1,0,5,Aaron Nesmith,2023,SF,Role Players
355,10.3,53.6,33.3,69.2,69.2,90.0,0.2,0.8,0.9,1.4,0.4,0.1,0.4,0.8,3.1,0,0,1,0,0,4,Raul Neto,2023,PG,Rising Stars
356,19.8,45.4,42.4,56.2,56.2,92.6,0.3,2.2,2.4,1.1,0.4,0.2,0.8,1.9,9.2,0,1,0,0,0,5,Georges Niang,2023,PF,Bench Warmers
357,14.6,35.0,34.2,36.8,36.8,69.0,0.3,1.2,1.5,2.4,0.7,0.1,1.4,0.9,3.5,0,0,1,0,0,6,Daishen Nix,2023,PG,Key Pieces
358,13.1,57.1,29.3,68.7,68.7,65.3,1.3,1.0,2.3,0.3,0.3,0.4,0.4,1.8,5.1,0,1,0,0,0,4,Zeke Nnaji,2023,PF,Key Pieces
359,11.4,42.9,50.0,42.3,42.3,70.0,0.5,2.2,2.8,0.5,1.0,0.7,0.6,1.8,2.5,1,0,0,0,0,6,Nerlens Noel,2023,C,Bench Warmers
360,19.8,44.1,27.7,53.8,53.8,76.7,0.6,2.1,2.6,2.1,0.7,0.1,1.0,1.6,10.9,0,0,0,0,1,0,Jaylen Nowell,2023,SG,Bench Warmers
361,12.6,36.5,22.2,52.5,52.5,66.7,0.1,1.2,1.4,1.2,0.2,0.1,0.8,1.5,2.8,0,0,1,0,0,8,Frank Ntilikina,2023,PG,Defensive Big Men
363,14.0,41.2,32.6,49.7,49.7,81.8,0.2,1.3,1.5,1.0,0.3,0.1,0.8,0.9,7.1,0,0,0,0,1,6,Kendrick Nunn,2023,SG,Role Players
366,27.8,52.5,39.4,56.3,56.3,68.6,2.3,7.3,9.6,2.9,0.9,0.9,2.5,3.7,14.1,1,0,0,0,0,7,Jusuf Nurkić,2023,C,All Stars
367,16.0,38.9,40.0,37.6,37.6,86.0,0.8,2.4,3.2,1.0,0.3,0.2,0.9,0.9,6.1,0,0,0,1,0,6,Jordan Nwora,2023,SF,Role Players
368,34.6,39.8,40.4,38.7,38.7,70.0,0.7,4.2,4.9,4.0,0.9,0.7,1.7,3.1,9.5,0,0,0,1,0,0,Royce O'Neale,2023,SF,Key Pieces
369,21.8,36.8,30.0,51.9,51.9,76.2,1.2,3.1,4.2,1.4,0.6,0.5,0.5,1.9,5.4,0,0,0,1,0,0,Chuma Okeke,2023,SF,All Stars
370,13.0,38.9,28.6,46.3,46.3,70.5,1.4,1.6,3.0,1.2,0.6,0.4,0.9,1.4,5.1,0,0,0,0,1,8,Josh Okogie,2023,SG,Offensive Big Men
371,24.6,63.5,0.0,64.2,64.2,73.0,2.7,4.8,7.5,1.0,0.7,1.2,1.0,3.2,9.2,1,0,0,0,0,1,Onyeka Okongwu,2023,C,Key Reserves
372,20.2,47.4,33.0,60.3,60.3,73.2,0.7,1.9,2.6,0.9,0.7,0.4,0.6,2.0,5.9,0,0,0,1,0,7,Isaac Okoro,2023,SF,Offensive Big Men
373,7.1,42.1,33.3,52.9,52.9,87.5,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3,0,1,0,0,0,6,KZ Okpala,2023,PF,All Stars
374,28.4,40.9,29.8,51.1,51.1,75.4,0.5,2.8,3.3,3.8,1.6,0.2,1.8,2.5,11.4,0,0,0,0,1,0,Victor Oladipo,2023,SG,Defensive Big Men
375,28.2,50.0,41.4,56.8,56.8,83.1,1.1,3.8,4.9,3.2,1.1,0.6,2.3,4.0,11.9,1,0,0,0,0,7,Kelly Olynyk,2023,C,Key Reserves
376,12.4,48.2,27.6,58.9,58.9,61.9,1.0,1.4,2.3,0.6,0.7,0.0,0.7,2.1,5.2,0,0,0,1,0,8,Eugene Omoruyi,2023,SF,Key Reserves
377,21.4,47.6,36.0,61.7,61.7,67.6,0.3,2.0,2.3,1.5,0.5,0.1,0.8,1.7,9.3,0,0,0,1,0,4,Cedi Osman,2023,SF,Rising Stars
378,32.6,42.1,30.8,50.3,50.3,71.4,1.5,3.6,5.1,1.2,1.6,0.4,1.3,3.0,20.2,0,0,0,1,0,3,Kelly Oubre Jr.,2023,SF,Role Players
379,31.8,45.0,41.3,47.5,47.5,83.0,0.4,4.0,4.4,8.7,1.4,0.4,2.0,2.4,14.5,0,0,1,0,0,3,Chris Paul,2023,PG,All Stars
380,24.0,41.2,37.8,43.6,43.6,77.6,0.3,2.0,2.3,5.3,0.9,0.2,2.0,2.0,12.1,0,0,1,0,0,6,Cameron Payne,2023,PG,Rising Stars
381,15.9,60.7,63.6,58.8,58.8,78.6,0.6,2.1,2.7,1.9,1.1,0.0,0.8,1.7,3.7,0,0,1,0,0,4,Gary Payton II,2023,PG,Key Pieces
382,5.3,35.3,37.5,30.0,30.0,88.9,0.1,1.0,1.1,0.5,0.1,0.0,0.2,0.4,1.6,0,0,0,0,1,6,Theo Pinson,2023,SG,All Stars
383,5.3,33.3,33.3,33.3,33.3,55.6,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,0,0,1,0,0,2,Scotty Pippen Jr.,2023,PG,Bench Warmers
384,28.2,67.4,29.7,67.4,67.4,61.5,3.4,6.4,9.7,3.6,0.6,0.6,1.5,2.8,12.2,1,0,0,0,0,4,Mason Plumlee,2023,C,Defensive Big Men
386,25.9,62.0,29.7,62.0,62.0,59.0,3.3,5.7,9.0,3.0,0.8,1.2,2.0,2.5,11.8,1,0,0,0,0,4,Jakob Poeltl,2023,C,Rising Stars
387,21.8,44.0,37.6,48.6,48.6,63.6,1.5,3.6,5.1,2.0,0.6,1.3,1.3,1.8,8.8,0,1,0,0,0,8,Aleksej Pokusevski,2023,PF,Bench Warmers
388,30.6,43.7,32.2,54.9,54.9,86.2,0.4,2.3,2.7,4.3,0.9,0.2,3.4,2.6,20.8,0,0,1,0,0,3,Jordan Poole,2023,PG,Rising Stars
389,34.0,43.7,34.6,50.1,50.1,76.6,1.4,4.1,5.5,5.6,1.3,0.4,3.6,2.7,19.2,0,0,1,0,0,3,Kevin Porter Jr.,2023,PG,Bench Warmers
390,28.9,48.1,41.0,56.3,56.3,77.4,0.9,4.8,5.7,1.1,0.6,0.5,1.1,2.3,16.3,0,0,0,1,0,7,Michael Porter Jr.,2023,SF,All Stars
391,18.3,50.0,35.3,69.2,69.2,0.1,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,0,0,0,1,0,1,Otto Porter Jr.,2023,SF,All Stars
392,26.8,49.9,34.1,56.7,56.7,82.9,2.6,7.5,10.1,1.8,0.5,0.2,1.3,1.7,14.4,0,1,0,0,0,7,Bobby Portis,2023,PF,6th Men
393,32.6,47.0,34.8,53.6,53.6,82.7,2.0,6.8,8.8,2.5,1.0,1.6,2.2,3.0,22.0,1,0,0,0,0,3,Kristaps Porziņģis,2023,C,6th Men
394,4.7,0.1,34.4,0.1,0.1,74.85,0.3,0.7,1.0,0.7,0.0,0.0,0.0,0.7,1.3,0,1,0,0,0,2,Micah Potter,2023,PF,Key Reserves
395,19.1,71.0,0.0,72.3,72.3,71.0,2.0,2.0,4.0,0.7,0.6,0.4,0.9,2.8,6.5,1,0,0,0,0,1,Dwight Powell,2023,C,Rising Stars
396,25.2,48.0,42.5,51.9,51.9,78.6,0.3,2.6,3.0,1.7,0.7,0.4,1.7,2.0,16.2,0,0,0,0,1,0,Norman Powell,2023,SG,Offensive Big Men
397,9.8,42.5,27.8,54.5,54.5,0.0,0.2,1.7,1.8,2.3,0.2,0.0,0.8,0.6,3.3,0,0,1,0,0,1,Jason Preston,2023,PG,Role Players
398,23.3,34.6,25.0,42.9,42.9,77.8,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,0,0,0,0,1,5,Joshua Primo,2023,SG,Key Pieces
399,21.0,50.3,42.1,59.1,59.1,81.8,0.3,2.1,2.3,1.3,0.4,0.3,1.1,2.4,8.7,0,0,0,1,0,7,Taurean Prince,2023,SF,Role Players
400,12.5,40.1,33.0,50.8,50.8,66.7,0.5,1.1,1.6,1.1,0.3,0.0,0.7,0.7,4.9,0,0,1,0,0,8,Payton Pritchard,2023,PG,Key Pieces
401,10.0,24.1,13.3,35.7,35.7,0.1,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0,0,0,0,0,1,1,Trevelin Queen,2023,SG,All Stars
402,6.3,75.0,29.7,75.0,75.0,0.0,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0,1,0,0,0,0,1,Neemias Queta,2023,C,Rising Stars
403,27.4,43.5,34.5,51.5,51.5,84.1,0.7,3.4,4.1,3.1,0.9,0.1,1.2,2.1,12.6,0,0,1,0,0,5,Immanuel Quickley,2023,PG,Key Pieces
404,35.7,46.1,34.3,55.1,55.1,74.7,2.3,8.5,10.8,4.0,0.7,0.3,2.7,3.1,24.7,0,1,0,0,0,3,Julius Randle,2023,PF,Bench Warmers
405,28.9,48.8,36.0,61.2,61.2,89.6,0.6,2.4,3.1,2.2,0.6,0.4,1.4,1.7,10.8,0,0,0,0,1,7,Austin Reaves,2023,SG,Rising Stars
407,21.9,44.9,30.4,55.0,55.0,87.9,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,0,0,0,1,0,5,Cam Reddish,2023,SF,All Stars
408,9.0,31.9,36.6,25.0,25.0,72.2,0.3,1.3,1.6,0.5,0.3,0.1,0.5,1.0,2.3,0,0,0,0,1,6,Davon Reed,2023,SG,Offensive Big Men
409,9.7,56.7,0.0,59.3,59.3,75.0,1.4,2.0,3.4,0.4,0.7,0.6,0.6,1.9,3.2,1,0,0,0,0,1,Paul Reed,2023,C,Rising Stars
410,17.6,53.9,32.0,66.8,66.8,68.0,1.2,3.5,4.7,0.9,0.6,0.9,1.3,2.4,10.1,1,0,0,0,0,4,Naz Reid,2023,C,Bench Warmers
411,12.0,33.3,0.0,50.0,50.0,78.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0,0,0,0,1,8,Jared Rhoden,2023,SG,6th Men
412,17.0,62.4,29.7,62.4,62.4,72.5,2.5,3.1,5.6,0.5,0.2,0.9,0.8,2.2,8.1,1,0,0,0,0,4,Nick Richards,2023,C,Role Players
413,23.2,43.9,36.2,52.4,52.4,87.3,0.7,2.0,2.7,3.2,0.8,0.2,1.4,1.6,11.2,0,0,0,0,1,5,Josh Richardson,2023,SG,All Stars
414,21.2,46.3,36.3,60.3,60.3,83.9,0.1,1.7,1.8,1.5,0.6,0.0,0.5,1.7,5.5,0,0,0,0,1,4,Austin Rivers,2023,SG,Key Pieces
415,17.9,36.8,33.1,51.4,51.4,90.9,0.3,1.7,1.9,1.2,0.3,0.0,0.7,2.0,6.9,0,0,0,1,0,5,Duncan Robinson,2023,SF,Role Players
416,26.9,67.4,29.7,67.4,67.4,50.6,4.3,4.6,8.9,1.0,0.9,1.8,0.5,2.9,7.2,1,0,0,0,0,4,Mitchell Robinson,2023,C,Bench Warmers
417,14.5,54.1,0.0,58.0,58.0,73.1,1.5,2.7,4.3,0.8,0.5,0.4,0.6,1.9,4.3,1,0,0,0,0,1,Orlando Robinson,2023,C,Offensive Big Men
418,21.1,48.9,38.2,57.1,57.1,78.6,2.0,3.0,5.0,1.0,0.7,0.4,0.6,1.9,8.5,0,1,0,0,0,7,Jeremiah Robinson-Earl,2023,PF,Offensive Big Men
419,10.6,44.3,32.7,52.1,52.1,44.4,0.5,2.0,2.5,0.9,0.4,0.2,0.5,1.1,4.0,0,1,0,0,0,8,Isaiah Roby,2023,PF,Defensive Big Men
420,18.1,41.1,28.5,54.5,54.5,60.0,0.6,2.1,2.7,0.7,0.5,0.3,0.9,1.5,6.3,0,1,0,0,0,8,David Roddy,2023,PF,6th Men
421,5.2,35.0,33.3,36.4,36.4,0.1,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,0,0,1,0,0,1,Ryan Rollins,2023,PG,Defensive Big Men
422,12.9,39.4,31.7,44.2,44.2,91.7,0.3,1.2,1.5,1.8,0.3,0.2,0.8,0.7,5.8,0,0,1,0,0,5,Derrick Rose,2023,PG,All Stars
423,22.0,43.1,38.1,48.9,48.9,75.0,0.2,1.7,2.0,1.3,0.6,0.2,0.9,1.2,7.8,0,0,0,0,1,0,Terrence Ross,2023,SG,Defensive Big Men
424,35.7,41.7,33.9,47.2,47.2,82.2,1.0,3.2,4.2,5.1,1.0,0.2,2.3,1.9,21.7,0,0,0,0,1,3,Terry Rozier,2023,SG,6th Men
425,15.1,28.6,29.2,27.8,27.8,66.7,0.3,2.1,2.4,3.0,0.6,0.0,0.5,1.6,4.4,0,0,1,0,0,6,Ricky Rubio,2023,PG,Defensive Big Men
426,33.1,46.1,38.6,53.8,53.8,85.4,0.5,2.5,3.0,6.3,1.1,0.4,2.7,2.2,17.6,0,0,1,0,0,3,D'Angelo Russell,2023,PG,Offensive Big Men
428,8.8,34.5,37.9,23.8,23.8,88.9,0.1,0.7,0.8,0.4,0.1,0.0,0.2,0.7,3.3,0,0,0,1,0,6,Matt Ryan,2023,SF,Defensive Big Men
431,34.5,61.0,36.4,63.8,63.8,74.9,3.0,9.4,12.4,7.1,0.7,0.5,3.0,3.6,18.5,1,0,0,0,0,7,Domantas Sabonis,2023,C,Offensive Big Men
432,13.8,43.2,39.0,46.1,46.1,82.5,1.1,2.6,3.7,1.5,0.4,0.1,1.0,1.8,5.6,0,1,0,0,0,6,Dario Šarić,2023,PF,Role Players
433,3.0,50.0,0.1,0.0,0.0,77.2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,0,0,0,1,0,2,Jordan Schakel,2023,SF,Defensive Big Men
434,13.0,47.8,33.3,68.4,68.4,89.5,0.7,1.2,1.9,0.9,0.2,0.1,0.2,1.9,4.6,0,1,0,0,0,4,Admiral Schofield,2023,PF,Key Pieces
435,30.5,40.9,33.3,45.4,45.4,88.5,0.3,2.4,2.7,3.8,0.8,0.1,1.6,2.3,12.2,0,0,1,0,0,5,Dennis Schröder,2023,PG,Defensive Big Men
436,2.0,50.0,36.2,50.0,50.0,78.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,1.0,0,0,0,0,1,4,Dereon Seabron,2023,SG,Rising Stars
437,28.0,57.5,31.3,59.4,59.4,74.0,3.3,5.7,8.9,3.6,0.8,1.0,2.4,3.4,15.5,1,0,0,0,0,7,Alperen Şengün,2023,C,Role Players
438,23.9,49.9,41.8,52.6,52.6,82.9,0.8,1.4,2.2,2.7,0.6,0.1,1.7,2.4,14.3,0,0,0,0,1,0,Collin Sexton,2023,SG,Defensive Big Men
439,21.4,38.0,37.7,38.8,38.8,91.1,0.3,1.4,1.7,2.2,0.6,0.2,1.0,1.5,9.5,0,0,0,0,1,6,Landry Shamet,2023,SG,6th Men
440,9.1,52.1,80.0,50.0,50.0,66.7,1.5,2.0,3.5,0.8,0.2,0.6,0.8,1.7,3.7,1,0,0,0,0,4,Day'Ron Sharpe,2023,C,6th Men
441,19.8,47.2,33.6,56.2,56.2,63.6,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1.7,7.7,0,0,0,0,1,8,Shaedon Sharpe,2023,SG,Key Pieces
442,37.7,47.1,31.4,51.6,51.6,77.2,1.9,6.1,8.0,6.3,0.7,0.6,2.6,3.3,25.0,1,0,0,0,0,3,Pascal Siakam,2023,C,Rising Stars
443,27.3,56.6,0.0,56.9,56.9,44.6,1.0,5.5,6.5,6.4,1.4,0.6,2.4,3.4,7.4,0,0,1,0,0,1,Ben Simmons,2023,PG,Defensive Big Men
444,1.5,0.0,0.0,61.0,61.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,2,Marko Simonovic,2023,C,Role Players
445,35.9,44.9,37.7,53.8,53.8,90.0,0.3,2.5,2.8,4.0,0.7,0.3,2.2,2.5,21.6,0,0,0,0,1,3,Anfernee Simons,2023,SG,Role Players
446,14.9,81.4,29.7,81.4,81.4,80.0,1.9,2.8,4.8,0.4,0.2,0.6,0.5,1.7,3.9,1,0,0,0,0,4,Jericho Sims,2023,C,Rising Stars
447,32.4,42.2,33.3,53.5,53.5,76.7,0.7,2.7,3.4,7.2,1.3,0.4,2.4,2.7,11.1,0,0,1,0,0,0,Marcus Smart,2023,PG,All Stars
448,25.6,40.9,20.4,47.0,47.0,75.0,0.5,2.3,2.8,4.8,1.4,0.4,1.5,2.4,8.0,0,0,1,0,0,5,Dennis Smith Jr.,2023,PG,All Stars
449,13.4,35.7,16.7,50.0,50.0,78.3,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2,0,0,0,0,1,8,Dru Smith,2023,SG,Bench Warmers
451,8.5,41.9,33.3,42.9,42.9,50.0,0.0,0.7,0.8,1.7,0.3,0.3,1.0,0.6,2.5,0,0,1,0,0,2,Ish Smith,2023,PG,Role Players
452,29.6,38.7,30.1,47.3,47.3,77.8,1.2,5.8,7.0,1.0,0.6,1.0,1.4,3.0,11.9,0,1,0,0,0,0,Jabari Smith Jr.,2023,PF,Rising Stars
453,19.1,46.3,28.1,58.5,58.5,76.5,1.8,4.0,5.8,1.0,0.4,0.8,1.2,2.3,9.6,0,1,0,0,0,7,Jalen Smith,2023,PF,Key Reserves
454,26.3,46.2,27.1,52.4,52.4,67.9,1.7,3.2,4.9,2.5,0.8,0.4,1.8,2.7,10.1,0,1,0,0,0,0,Jeremy Sochan,2023,PF,Role Players
455,3.7,58.3,36.2,58.3,58.3,75.0,0.6,0.4,1.0,0.1,0.3,0.3,0.1,1.0,2.4,0,0,0,0,1,8,Jaden Springer,2023,SG,Defensive Big Men
456,19.4,45.1,31.6,51.7,51.7,69.4,0.6,2.6,3.3,0.6,0.4,0.4,0.5,1.4,5.6,0,1,0,0,0,8,Lamar Stevens,2023,PF,Role Players
457,28.1,44.8,32.5,54.9,54.9,74.4,2.4,5.5,7.9,1.2,0.4,0.7,1.4,2.7,11.3,1,0,0,0,0,0,Isaiah Stewart,2023,C,All Stars
458,30.3,40.0,33.9,53.9,53.9,88.9,0.7,2.9,3.7,2.2,0.7,0.2,1.0,2.0,12.7,0,0,0,1,0,5,Max Strus,2023,SF,Defensive Big Men
459,22.7,40.7,27.5,52.7,52.7,69.4,0.9,1.9,2.7,3.8,1.1,0.4,2.0,2.4,9.1,0,0,1,0,0,0,Jalen Suggs,2023,PG,Defensive Big Men
460,13.5,46.0,33.8,51.8,51.8,92.3,0.2,1.3,1.5,1.4,0.6,0.2,0.9,1.6,6.7,0,0,0,0,1,6,Edmond Sumner,2023,SG,Offensive Big Men
461,7.4,33.3,37.5,0.0,0.0,77.2,0.2,1.2,1.4,0.8,0.0,0.0,0.0,0.6,1.8,0,0,0,1,0,2,Cole Swider,2023,SF,Offensive Big Men
462,20.7,45.3,31.6,49.3,49.3,80.0,1.6,2.3,3.9,3.1,0.8,0.2,1.7,3.4,7.7,0,0,0,1,0,0,Jae'Sean Tate,2023,SF,Defensive Big Men
463,37.5,46.5,35.0,55.0,55.0,86.9,1.1,7.6,8.7,4.4,1.1,0.8,2.9,2.2,31.1,0,1,0,0,0,3,Jayson Tatum,2023,PF,All Stars
464,8.9,45.3,22.2,54.3,54.3,71.4,0.9,0.7,1.6,0.4,0.1,0.2,0.4,0.9,2.7,0,1,0,0,0,8,Terry Taylor,2023,PF,Key Pieces
465,7.6,41.2,40.0,42.9,42.9,75.0,0.1,0.6,0.7,0.6,0.6,0.1,0.2,0.9,2.4,0,0,0,0,1,6,Garrett Temple,2023,SG,Offensive Big Men
466,3.1,37.5,25.0,41.7,41.7,75.0,0.1,0.3,0.3,0.4,0.1,0.1,0.2,0.2,0.9,0,0,0,0,1,2,Dalen Terry,2023,SG,6th Men
467,13.8,43.7,38.6,45.3,45.3,78.3,0.1,1.2,1.3,1.2,0.4,0.1,0.8,0.9,7.0,0,0,0,0,1,6,Cam Thomas,2023,SG,6th Men
468,32.5,41.9,39.4,45.3,45.3,89.2,0.7,3.3,4.0,2.4,0.6,0.4,1.7,2.2,21.1,0,0,0,0,1,3,Klay Thompson,2023,SG,6th Men
469,11.1,36.0,25.0,47.9,47.9,73.9,0.5,1.3,1.8,0.4,0.2,0.2,0.5,0.8,2.7,0,1,0,0,0,8,JT Thor,2023,PF,Bench Warmers
470,12.1,43.5,33.3,56.3,56.3,70.0,0.4,0.9,1.2,0.5,0.9,0.3,0.2,1.3,2.7,0,0,0,0,1,8,Matisse Thybulle,2023,SG,Key Pieces
472,12.5,60.0,30.0,63.2,63.2,51.4,1.7,1.8,3.5,0.8,0.7,0.3,0.4,1.0,4.8,0,1,0,0,0,8,Xavier Tillman Sr.,2023,PF,Defensive Big Men
473,3.3,25.0,0.0,0.1,0.1,74.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,0,0,2,Isaiah Todd,2023,PF,Offensive Big Men
474,15.4,42.3,37.2,48.9,48.9,82.6,0.5,2.8,3.3,0.9,0.4,0.2,0.6,1.0,6.8,0,1,0,0,0,6,Obi Toppin,2023,PF,Rising Stars
475,12.2,50.0,20.0,63.0,63.0,73.3,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7,0,0,0,1,0,1,Juan Toscano-Anderson,2023,SF,Key Pieces
476,33.8,50.5,32.5,61.8,61.8,88.5,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8,0,1,0,0,0,3,Karl-Anthony Towns,2023,PF,Key Pieces
477,33.2,44.4,36.7,52.0,52.0,83.1,0.4,2.1,2.5,1.5,1.7,0.3,0.9,1.7,18.6,0,0,0,0,1,3,Gary Trent Jr.,2023,SG,All Stars
478,26.4,39.8,38.2,42.1,42.1,88.9,1.3,2.7,4.0,0.9,0.5,0.3,0.7,2.5,3.2,0,1,0,0,0,6,P.J. Tucker,2023,PF,All Stars
479,29.9,54.4,39.3,62.5,62.5,76.2,1.5,6.3,7.8,1.3,0.6,2.4,1.6,3.2,17.5,1,0,0,0,0,7,Myles Turner,2023,C,6th Men
480,24.8,53.7,35.2,57.2,57.2,82.6,2.7,6.9,9.6,1.6,0.3,0.5,2.0,3.1,14.6,1,0,0,0,0,7,Jonas Valančiūnas,2023,C,All Stars
481,24.4,55.7,34.5,60.4,60.4,67.0,2.4,5.5,7.9,2.8,1.0,0.3,1.4,2.6,8.5,0,1,0,0,0,4,Jarred Vanderbilt,2023,PF,All Stars
482,37.0,39.5,34.1,45.7,45.7,89.9,0.5,3.8,4.3,6.5,1.6,0.6,1.8,3.0,19.2,0,0,1,0,0,3,Fred VanVleet,2023,PG,6th Men
483,31.3,44.5,40.4,47.7,47.7,79.3,0.2,3.8,4.0,3.6,1.2,0.4,1.6,1.4,19.4,0,0,0,0,1,3,Devin Vassell,2023,SG,6th Men
484,24.9,40.6,32.6,52.4,52.4,87.0,0.4,1.8,2.2,2.6,0.8,0.1,1.4,2.3,9.5,0,0,1,0,0,5,Gabe Vincent,2023,PG,Bench Warmers
485,7.4,45.8,25.0,50.0,50.0,0.1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,1,0,0,0,0,1,Noah Vonleh,2023,C,Offensive Big Men
486,33.9,51.9,36.6,59.5,59.5,83.3,2.2,8.9,11.1,3.3,0.7,0.9,1.8,2.1,17.5,1,0,0,0,0,3,Nikola Vučević,2023,C,Bench Warmers
487,22.7,46.1,40.8,58.1,58.1,61.9,0.5,3.2,3.7,1.0,0.7,0.5,0.5,2.4,6.2,0,1,0,0,0,8,Dean Wade,2023,PF,Defensive Big Men
488,33.1,49.1,37.3,54.4,54.4,84.3,0.9,3.1,4.0,3.5,0.9,0.2,2.0,2.2,19.9,0,0,0,1,0,3,Franz Wagner,2023,SF,Offensive Big Men
489,21.7,50.0,32.0,63.4,63.4,87.8,1.5,3.8,5.3,1.8,0.7,0.2,1.4,2.9,11.5,1,0,0,0,0,7,Moritz Wagner,2023,C,All Stars
490,14.4,39.0,34.9,50.0,50.0,66.7,0.9,1.1,2.0,1.1,0.8,0.2,0.4,2.0,3.8,0,0,0,1,0,8,Ish Wainright,2023,SF,Defensive Big Men
491,8.7,40.3,18.8,47.8,47.8,66.7,0.9,1.3,2.2,0.5,0.1,0.2,0.4,1.1,2.2,0,0,0,1,0,8,Jabari Walker,2023,SF,6th Men
493,16.0,42.1,25.0,58.6,58.6,81.0,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,0,0,1,0,0,7,Kemba Walker,2023,PG,Rising Stars
494,29.2,46.0,38.5,52.4,52.4,88.0,0.3,2.0,2.3,1.4,0.7,0.4,1.0,1.7,14.6,0,0,0,0,1,5,Lonnie Walker IV,2023,SG,Defensive Big Men
495,22.2,40.8,30.3,45.9,45.9,68.1,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,0,0,1,0,0,8,John Wall,2023,PG,Defensive Big Men
496,19.0,50.0,33.3,55.4,55.4,79.3,0.5,2.3,2.9,1.2,0.6,0.3,0.7,1.7,9.3,0,1,0,0,0,7,T.J. Warren,2023,PF,Role Players
497,12.7,36.7,36.0,37.2,37.2,66.7,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9,0,0,0,0,1,6,Duane Washington Jr.,2023,SG,All Stars
498,32.4,44.3,35.6,51.1,51.1,77.4,1.1,3.5,4.5,2.4,0.9,1.1,1.5,2.7,15.1,0,1,0,0,0,0,P.J. Washington,2023,PF,
499,11.8,33.8,15.2,51.4,51.4,50.0,0.1,1.2,1.3,1.3,0.5,0.0,0.5,1.2,3.2,0,0,1,0,0,1,TyTy Washington Jr.,2023,PG,
500,18.2,53.2,49.0,58.4,58.4,69.7,0.7,2.0,2.7,0.8,0.5,0.4,0.4,1.5,6.9,0,0,0,1,0,8,Yuta Watanabe,2023,SF,
501,11.3,38.8,37.1,60.0,60.0,71.4,0.4,1.3,1.6,0.8,0.3,0.3,0.3,1.0,4.2,0,0,0,0,1,8,Lindy Waters III,2023,SG,
502,15.0,56.7,33.3,63.8,63.8,76.0,0.6,2.7,3.3,1.4,0.4,0.1,0.8,1.6,4.8,0,1,0,0,0,4,Trendon Watford,2023,PF,
503,2.5,33.3,0.0,37.5,37.5,78.3,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,1.0,0,0,0,0,1,2,Peyton Watson,2023,SG,
504,10.3,47.8,42.9,50.0,50.0,50.0,0.3,0.9,1.1,1.0,0.1,0.1,1.0,1.7,4.1,0,0,0,0,1,8,Blake Wesley,2023,SG,
505,28.6,41.6,28.9,46.8,46.8,66.4,1.1,5.2,6.3,7.5,1.0,0.5,3.6,2.4,15.8,0,0,1,0,0,0,Russell Westbrook,2023,PG,
506,21.2,41.0,35.8,50.5,50.5,78.9,0.2,2.5,2.6,1.9,0.8,0.1,0.9,1.7,8.2,0,0,0,0,1,0,Coby White,2023,SG,
507,26.4,44.1,37.4,51.9,51.9,85.8,0.6,2.5,3.1,3.4,0.7,0.9,1.0,2.3,10.3,0,0,0,0,1,5,Derrick White,2023,SG,
508,3.1,33.3,33.3,33.3,33.3,77.2,0.3,0.4,0.6,0.0,0.1,0.2,0.1,0.5,0.6,0,0,0,1,0,6,Jack White,2023,SF,
509,8.5,60.0,75.0,0.0,0.0,77.2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,4.5,0,0,0,1,0,6,Joe Wieskamp,2023,SF,
